Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
71080849575,Hervey Bay Meals On Wheels Inc  ,,SCARNESS,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Fraser Coast Regional,,,,31341,31341,,http://www.olgr.grants.qld.gov.au/
94640175415,Hervey Bay City Bridge Club Inc  ,,TORQUAY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE BRIDGE EQUIPMENT,No,Fraser Coast Regional,,,,10000,10000,,http://www.olgr.grants.qld.gov.au/
80360736654,Hervey Bay Hockey Association Inc  ,,TORQUAY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE MAINS SWITCHBOARD,No,Fraser Coast Regional,,,,8152,8152,,http://www.olgr.grants.qld.gov.au/
64347019669,Fraser Coast Sports Ground Trust Inc  ,,URANGAN,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOWERS AND GARDENING TOOLS,No,Fraser Coast Regional,,,,34944,34944,,http://www.olgr.grants.qld.gov.au/
81673454347,Bauple & District Recreation Ground Association Incorporated,,BAUPLE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE AV EQUIPMENT FOR MUSIC EVENTS,No,Fraser Coast Regional,,,,7450,7450,,http://www.olgr.grants.qld.gov.au/
52230173433,Rotary Club Of Hervey Bay Inc  ,,BOORAL,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,TOWARDS FOOD & WINE FESTIVAL OCT 2013,No,Fraser Coast Regional,,,,4102,4102,,http://www.olgr.grants.qld.gov.au/
68840681985,Burrum District Branch Little Athletics Centre,,BURRUM HEADS,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT SHADE TRAINING SHED,No,Fraser Coast Regional,,,,15273,15273,,http://www.olgr.grants.qld.gov.au/
26205635586,Maryborough Art Society Inc  ,,MARYBOROUGH,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONDUCT SPAGHETTI CIRCUS WORKSHOP,No,Fraser Coast Regional,,,,27109,27109,,http://www.olgr.grants.qld.gov.au/
50169561394,Australian Red Cross Society  ,,MILTON,Pialba Employment Services,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PROVIDE ON SITE TRAINING OPPORTUNITIES,No,Fraser Coast Regional,,,,8833,8833,,http://www.olgr.grants.qld.gov.au/
85474189311,Hervey Bay State High School  ,,PIALBA,Hervey Bay State High School Parents  and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REPLACE HALL AND STAGE CURTAINS,No,Fraser Coast Regional,,,,34017,34017,,http://www.olgr.grants.qld.gov.au/
59920934358,Hervey Bay Historical Society Museum Association Inc,,SCARNESS,,DJAG,State,Gambling Community Benefit Fund - ROUND 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE FACILITIES AND EQUIPMENT,No,Fraser Coast Regional,,,,8900,8900,,http://www.olgr.grants.qld.gov.au/
16973276484,Urangan State High School  ,,URANGAN,Urangan State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL LED LIGHTING SYSTEM,No,Fraser Coast Regional,,,,38100,38100,,http://www.olgr.grants.qld.gov.au/
24455818334,Fraser Coast Scroll Saw Club Inc  ,,URANGAN,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Fraser Coast Regional,,,,8818,8818,,http://www.olgr.grants.qld.gov.au/
13331821675,Burrum Heads Bowls Club  ,,BURRUM HEADS,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE RIDE ON MOWER AND PA SYSTEM,No,Fraser Coast Regional,,,,4975,4975,,http://www.olgr.grants.qld.gov.au/
39550409558,Sandy Strait State School  ,,URANGAN,Sandy Strait State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Fraser Coast Regional,,,,35555,35555,,http://www.olgr.grants.qld.gov.au/
60702700426,Maryborough Softball Association Inc,,MARYBOROUGH,Sparx Softball Club Inc  ,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE STORAGE CONTAINER,No,Fraser Coast Regional,,,,22227,22227,,http://www.olgr.grants.qld.gov.au/
86879084674,Cool Country Incorporated  ,,PIALBA,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE MUSICAL EQUIPMENT AND TRAILER,No,Fraser Coast Regional,,,,31163,31163,,http://www.olgr.grants.qld.gov.au/
96873674588,Hervey Bay Art Society Inc  ,,RIVER HEADS,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE FACILITIES,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
46057206983,Mount Bauple And District Historical Society Incorporated,,BAUPLE,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 79,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,EXTEND MUSEUM SHED,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,Anglican Parish of Maryborough  ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 79,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,TOWARDS EQUIPMENT FOR COMMUNITY HALL,No,Fraser Coast Regional,,,,31617,31617,,http://www.olgr.grants.qld.gov.au/
86481369538,Burrum District Community Centre Association Inc,,HOWARD,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL AIR CONDITIONING & CEILING FANS,No,Fraser Coast Regional,,,,30140,30140,,http://www.olgr.grants.qld.gov.au/
65633770480,Howard And District Progress Assoc Inc  ,,HOWARD,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE KITCHEN & HOT WATER SYSTEM,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
61987164649,Maryborough Pensioners Association Inc  ,,MARYBOROUGH,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR AND HOT WATER SYSTEMS,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
37953411593,Maryborough Contract Bridge Club  ,,MARYBOROUGH,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE SOLAR SYSTEM & REROOF BUILDING,No,Fraser Coast Regional,,,,28861,28861,,http://www.olgr.grants.qld.gov.au/
83993778765,Riding For The Disabled Association Maryborough Inc,,MILTON,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE TABLES AND CHAIRS,No,Fraser Coast Regional,,,,18231,18231,,http://www.olgr.grants.qld.gov.au/
81067983235,Pialba Services Memorial Bowls Club Inc  ,,PIALBA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR AND HOT WATER SYSTEM,No,Fraser Coast Regional,,,,16844,16844,,http://www.olgr.grants.qld.gov.au/
96873674588,Hervey Bay Art Society Inc  ,,RIVER HEADS,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,BUILD OUTDOOR SHADE AREA WITH SEATING,No,Fraser Coast Regional,,,,30735,30735,,http://www.olgr.grants.qld.gov.au/
60146724196,Hervey Bay And District Senior Citizens Club Inc,,TORQUAY,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Fraser Coast Regional,,,,9222,9222,,http://www.olgr.grants.qld.gov.au/
56145772989,Bayside Transformations Limited  ,,TORQUAY,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE CATERING EQUIPMENT,No,Fraser Coast Regional,,,,45408,45408,,http://www.olgr.grants.qld.gov.au/
12110371256,Mary River Swim Club Inc.  ,,TINANA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,TOWARDS IT AND SPORTS EQUIPMENT,No,Fraser Coast Regional,,,,40909,40909,,http://www.olgr.grants.qld.gov.au/
80360736654,Hervey Bay Hockey Association Inc  ,,TORQUAY,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE FACILITIES & INSTALL FENCE,No,Fraser Coast Regional,,,,17236,17236,,http://www.olgr.grants.qld.gov.au/
34683873965,Taylor Street Community Legal Service,,HERVEY BAY,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Multiple,,,,494417,116019,,
27330979106,Gladstone Community Legal Advice Program,,GLADSTONE CENTRAL,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Gladstone Regional,,,,480531,143645,,
14211506904,St Vincent De Paul Society Queensland,,SOUTH BRISBANE,Gladstone Conference ,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Vehicle,No,Gladstone Regional,,,,27771,27771,,http://www.olgr.grants.qld.gov.au/
29971060598,Gladstone Amateur Basketball Assoc Inc,,GLADSTONE CENTRAL,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,DISABILITY ACCESS TO CHANGE ROOMS,No,Gladstone Regional,,,,31765,31765,,http://www.olgr.grants.qld.gov.au/
57671962004,Revolution Gymsports Inc  ,,SUN VALLEY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE EQUIPMENT FOR NEW FACILITY,No,Gladstone Regional,,,,7431,7431,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,C&K Kin Kora Community Kindergarten  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE OUTDOOR FURNITURE & RESOURCES,No,Gladstone Regional,,,,10000,10000,,http://www.olgr.grants.qld.gov.au/
43472593401,Mv Ses Support Group Inc  ,,MIRIAM VALE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE TRAILER AND EQUIPMENT,No,Gladstone Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
56354238046,Turkey Beach First Responders Association Incorporation,,RODDS BAY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE VEHICLE,No,Gladstone Regional,,,,33124,33124,,http://www.olgr.grants.qld.gov.au/
97360402659,Rosedale State School  ,,ROSEDALE,Rosedale State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT HANDBALL COURTS,No,Gladstone Regional,,,,22919,22919,,http://www.olgr.grants.qld.gov.au/
57712538186,Queensland Wildlife Rehabilitation Council,,CALLIOPE,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PRODUCE RESCUE BOOKLETS,No,Gladstone Regional,,,,9413,9413,,http://www.olgr.grants.qld.gov.au/
68905078125,Tannum Sands State High School  ,,TANNUM SANDS,Tannum Sands State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL LONG JUMP PIT RUN UP AND SHADE,No,Gladstone Regional,,,,8455,8455,,http://www.olgr.grants.qld.gov.au/
43472593401,Mv Ses Support Group Inc  ,,MIRIAM VALE,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE EMERGENCY LIGHTING TRAILERS,No,Gladstone Regional,,,,24200,24200,,http://www.olgr.grants.qld.gov.au/
83240114394,Boyne Tannum Football Club Inc  ,,BOYNE ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOWER AND UPGRADE LIGHTING,No,Gladstone Regional,,,,6980,6980,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,C&K Gladstone Community Kindergarten  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE FACILITIES,No,Gladstone Regional,,,,26567,26567,,http://www.olgr.grants.qld.gov.au/
49376131348,Gladstone Community Linking Agency Inc  ,,GLADSTONE CENTRAL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL AIRCONDITIONING AND HI LOW BEDS,No,Gladstone Regional,,,,13707,13707,,http://www.olgr.grants.qld.gov.au/
28571855258,Sporting Shooters Association Of Australia Miriam Vale Branch Inc,,LOWMEAD,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,LAY CONCRETE INSTALL CONTAINERS AND TANK,No,Gladstone Regional,,,,8221,8221,,http://www.olgr.grants.qld.gov.au/
22621683521,The Queensland Country Women's Association,,FORTITUDE VALLEY,Raglan Branch,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL NEW KITCHEN,No,Gladstone Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,C&K Waratah Crescent Community Kindergarten,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EDUCATIONAL RESOURCES,No,Gladstone Regional,,,,26147,26147,,http://www.olgr.grants.qld.gov.au/
98798520401,1770 Sailing Inc  ,,AGNES WATER,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE INFLATABLE LIFE JACKETS,No,Gladstone Regional,,,,4298,4298,,http://www.olgr.grants.qld.gov.au/
98271783313,Agnes Water State School  ,,AGNES WATER,Agnes Water State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Gladstone Regional,,,,4545,4545,,http://www.olgr.grants.qld.gov.au/
19968719454,Benaraby State School  ,,BENARABY,Benaraby Primary Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,CONSTRUCT STORAGE SHED,No,Gladstone Regional,,,,9101,9101,,http://www.olgr.grants.qld.gov.au/
52585194284,Boyne Tannum Bowls Club Inc  ,,BOYNE ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,REPLACE EQUIPMENT AND PURCHASE FURNITURE,No,Gladstone Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
80009670704,Endeavour Foundation  ,,CANNON HILL,Gladstone Learning and Lifestyle ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE IT EQUIPMENT AND FURNITURE,No,Gladstone Regional,,,,12585,12585,,http://www.olgr.grants.qld.gov.au/
94187601453,Civic Beautification Committee Incorporated,,GLADSTONE CENTRAL,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,HOLD GARDEN AWARDS,No,Gladstone Regional,,,,20823,20823,,http://www.olgr.grants.qld.gov.au/
31731832103,Roseberry Community Services Inc  ,,GLADSTONE CENTRAL,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE BUILDING,No,Gladstone Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
80009670704,Endeavour Foundation  ,,CANNON HILL,Gladstone In-home Support ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE AIR CONDITIONING AND FURNITURE,No,Gladstone Regional,,,,31425,31425,,http://www.olgr.grants.qld.gov.au/
23375322425,Tannum Sands Tennis Association Incorporated,,TANNUM SANDS,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SHADE STRUCTURES,No,Gladstone Regional,,,,3637,3637,,http://www.olgr.grants.qld.gov.au/
74264019231,St John Ambulance Australia (Qld)  ,,FORTITUDE VALLEY,Gladstone Division ,DJAG,State,Gambling Community Benefit Fund - ROUND 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE POST DISASTER VEHICLE,No,Gladstone Regional,,,,22836,22836,,http://www.olgr.grants.qld.gov.au/
85348250246,Youth With A Mission Gold Coast Inc,,ASHMORE,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Van,No,Gold Coast City,,,,2279,2279,,http://www.olgr.grants.qld.gov.au/
77815472957,Colleges Rugby Union Club Inc,,ASHMORE,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Sprinkler System and Upgrade Field,No,Gold Coast City,,,,10909,10909,,http://www.olgr.grants.qld.gov.au/
